%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.position0,field.position1,field.position2,field.velocity0,field.velocity1,field.velocity2,field.effort0,field.effort1,field.effort2
12208000000,11977,12208000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.04688826429873849,-0.04072332986648686,-0.006692522513504606,-0.6504604837568498,-0.93058644532088,-0.23049324265997662,1.1165407429013852,1.3249457931611404,0.2930209281610724
12209000000,11978,12209000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.04753659448917169,-0.04165830976781759,-0.0069251325644534845,-0.6483302127188659,-0.9349799469309957,-0.2326101119530447,1.120998436260505,1.3388967749056468,0.29752408862619106
12210000000,11979,12210000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.048182758530701975,-0.042597474682888326,-0.007159785644350158,-0.6461640636024032,-0.9391649621923623,-0.23465314212694288,1.1253990039338082,1.3526817322707214,0.30197398230377304
12211000000,11980,12211000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.04882672113092035,-0.04354061852980262,-0.0073964087435038905,-0.6439626220715778,-0.9431438955072183,-0.23662316257790206,1.1297426782047262,1.3663009926361105,0.30637070183617987
12212000000,11981,12212000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.0494684475763858,-0.04448753762694846,-0.007634929681580083,-0.6417264670976023,-0.9469191471591164,-0.2385210026569632,1.13402968961613,1.3797549035673458,0.3107143484935189
12213000000,11982,12213000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05010790372667806,-0.045438030688447206,-0.007875277107150858,-0.6394561717032627,-0.9504931128850022,-0.24034749127128485,1.1382602677654394,1.3930438323079724,0.3150050317264224
12214000000,11983,12214000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05074505600909163,-0.04639189881921357,-0.008117380496899251,-0.6371523035986237,-0.9538681834768429,-0.24210345653331844,1.1424346419988987,1.406168165306558,0.31924286875382013
12215000000,11984,12215000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05137987141385025,-0.04734894550964075,-0.008361170154517872,-0.6348154257180938,-0.9570467444097789,-0.24378972544549637,1.1465530420003487,1.4191283077806602,0.32342798420941976
12216000000,11985,12216000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05201231748979396,-0.04830897662993028,-0.008606577209302024,-0.63244609667807,-0.9600311754952263,-0.24540712361449601,1.1506156982644082,1.431924683291252,0.3275605098259872
12217000000,11986,12217000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.0526423623404515,-0.04927180042410573,-0.00885353361451191,-0.6300448711586868,-0.9628238505517307,-0.24695647500266016,1.1546228425264133,1.4445577333331288,0.33164058411657005
12218000000,11987,12218000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.053269974620402394,-0.05023722750370485,-0.009101972145493242,-0.6276123002230315,-0.965427137098777,-0.2484386016964556,1.1585747081091653,1.4570279169612281,0.335668352128017
12219000000,11988,12219000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05389512353194981,-0.05120507084119286,-0.009351826397606011,-0.6251489315873658,-0.9678433960621913,-0.24985432370425953,1.1624715301766495,1.4693357104083975,0.3396439651814217
12220000000,11989,12220000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.054517778821979945,-0.05217514576309856,-0.009603030783943645,-0.622655309836297,-0.970074981500152,-0.25120445876616704,1.1663135460121732,1.4814816067430008,0.34356758066038395
12221000000,11990,12221000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05513791077901331,-0.05314726994286634,-0.009855520532920714,-0.6201319766051543,-0.9721242403347168,-0.2524898221955638,1.170100995174022,1.493466115525521,0.3474393617794087
12222000000,11991,12222000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05575549023039983,-0.05412126339348067,-0.010109231685668796,-0.6175794707221106,-0.9739935121048606,-0.2537112267141981,1.1738341196583615,1.5052897624552108,0.35125947742914837
12223000000,11992,12223000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05637048853962412,-0.05509694845983848,-0.010364101093322198,-0.6149983283240221,-0.9756851287212446,-0.25486948232336915,1.1775131640156102,1.5169530890713028,0.35502810195932716
12224000000,11993,12224000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05698287760370668,-0.056074149810886986,-0.01062006641416513,-0.6123890829454803,-0.9772014142361322,-0.2559653961720012,1.1811383754341649,1.5284566524268226,0.3587454150422747
12225000000,11994,12225000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05759262985066549,-0.057052694431544815,-0.010877066110661637,-0.6097522655838871,-0.9785446846209752,-0.25699977243935845,1.184710003810867,1.5398010247778133,0.3624116015066487
12226000000,11995,12226000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.058199718237029074,-0.05803241161440642,-0.011135039446378947,-0.6070884047492048,-0.9797172475512403,-0.2579734122288544,1.1882283017865483,1.550986793288145,0.3660268511912991
12227000000,11996,12227000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05880411624537807,-0.05901313295123689,-0.011393926482811345,-0.6043980264963524,-0.9807214021987103,-0.25888711346895665,1.191693524773201,1.5620145597321526,0.3695913588087212
12228000000,11997,12228000000,,base_to_link1,link1_to_link2,link2_to_link3,-0.05940579788191336,-0.059994692324267795,-0.011653668076118784,-0.6016816544448054,-0.9815594390308179,-0.2597416708216097,1.195105930958345,1.572884940202273,0.3731053238146163
